avg_income	median_age	median_networth
83923	36.7	176499
101303	40.7	364538
33846	21.6	11355
51384	31.3	22813
70333	33.8	72612
43273	32.8	13750
48382	35.6	83604
40101	26.5	10296
42220	26.6	10298
53335	42.9	112799
93786	36.9	243523
134487	33.4	500001
89953	36.3	83735
136198	54.3	500001
105515	42.5	139937
134270	42.1	500001
132948	45	500001
65477	27.6	22258
78609	41.3	257810
48514	38.1	100000
139476	47.2	500001
92298	47.2	381429
130949	46.3	500001
132726	45.1	500001
88666	46.1	416949
95928	52.2	496545
103925	48.3	500001
38666	36.8	78053
35062	37.3	75000
31183	33.5	24628
31840	26.9	12915
25072	31.1	11460
36684	31.4	14070
24153	36	10290
42464	31.1	13640
37304	43.3	43073
56803	46.7	195218
39076	37.7	31902
34694	37.1	22593
33186	36.9	13639
35353	41.9	14817
50055	35	126641
52085	39.8	160415
56627	46.3	222268
53788	39.5	94596
57233	33.6	100961
60005	36.4	175800
92629	41.4	435428
73429	40.9	312905
70239	36.3	173747
66542	37.1	195780
63339	40.2	180995
74045	53	382769
88182	44.9	430889
64443	45.1	191318
57713	29.5	18438
87985	44.7	355289
59505	36.9	105186
69824	47.8	302052
56699	34.1	159914
63005	40.4	218399
66607	40.1	236828
62930	39.3	203923
66450	32.9	134134
74475	43.4	289725
54142	42.4	150560
68655	43.9	239321
60235	38.7	223595
72919	48.1	274855
47841	35.1	56786
40889	30.9	31864
65350	36	189746
61436	38.6	227245
40269	30.8	15805
42491	33.1	30095
34282	25.3	12337
32959	37.1	21625
47077	42.6	110510
48016	37.9	111451
53716	37.8	114765
45053	37.7	57005
53172	42.5	109921
35816	41.4	60800
36057	40.7	20550
56877	40.9	170153
56215	39.7	159741
55365	41.4	171671
46361	41.8	141266
42416	46.5	67862
48254	42	137001
50098	36.8	68155
54532	40.3	130945
42711	41.9	72586
63787	38	214661
54771	45	61645
41920	38.2	40414
54802	40.3	135755
67195	44.8	278634
63104	45.4	258255
56157	49.6	210084
53350	46.1	164064
50295	35.5	101578
52198	48	204081
49606	40.9	114447
37530	50.5	113391
36765	26.8	13103
37635	29	13535
47416	40.6	116933
40789	34.2	51930
43811	32	29847
38641	34.8	46529
40169	29.6	12984
40822	38.1	75646
43226	35.7	33692
29512	34.2	12697
25352	57.9	10680
31363	39.1	29053
46603	46.2	143055
29529	50.1	46647
42044	43	126207
53106	45.9	168134
50884	41.5	71363
41964	41.8	130885
39264	32.5	13240
53682	47.3	187385
54913	37.2	102750
57815	44.5	184694
47505	43.6	117999
37845	42.4	79244
33616	46.8	58536
43421	43.4	127116
49400	41.5	140676
45401	41.4	106674
37709	40.7	16980
42401	43.7	101252
47485	39.9	94189
52181	43.9	179146
46635	40.8	93082
47490	40.3	161948
54662	40.9	106671
44150	41.7	162596
68120	44.3	317532
45117	43.3	131134
59534	43.2	239516
56472	43.3	192485
47452	47.3	149403
49275	43	93131
33508	33.5	13413
46537	42.7	128818
38365	41	120582
25138	43.9	13929
46759	38.7	140722
41780	46.1	84977
46837	39.6	120590
43364	43.7	111575
37352	39.9	53178
38294	43.4	81270
39891	40.6	91464
41640	43.9	79423
43554	42.2	84413
43492	44.2	133256
29125	33.8	11719
52325	45.2	144635
39913	51	57413
49756	35	82336
57263	53.8	171604
143132	38.3	500001
104376	32.4	88794
79663	42.3	276262
62340	42.6	198633
50784	38.2	65193
83228	39	120997
86570	38.9	272800
49704	31.7	12995
66066	36.7	68404
71975	39.2	105051
121366	43.3	500001
118504	41.2	500001
69236	59.1	155989
74410	50.9	198404
98253	43.3	275473
66644	41.7	150832
61845	27	22546
80195	37.9	152113
52351	34.2	45212
57091	39.5	170482
43840	29.4	12654
45999	30.1	16395
43798	34.4	31745
43408	41.1	61715
93589	44.7	382561
81540	31.8	43580
118979	44.7	500001
139327	46.3	500001
115129	49.4	500001
117426	40.6	480696
24943	28.4	9144
39273	29	11865
40770	27.4	11488
45847	26.3	12574
42834	28.5	13498
55115	41.5	57556
73675	44.6	215556
66942	38.8	112215
64000	41.6	70501
54027	30.7	22449
71850	39.7	258422
38720	52.3	109560
22583	48.5	23122
26588	30.9	12699
32200	46.6	46998
22757	47.5	16188
30237	50	26072
40890	36.6	39248
35123	38.4	49331
32229	34.4	37045
28053	33.2	14549
28939	46.9	14744
26192	34.2	12239
45719	38.3	67167
47462	39.5	50000
47773	45.2	176110
34407	32.7	29864
28687	41.9	13365
27195	32.5	17930
29041	41.2	14738
40054	39	65199
26217	43.9	13871
30569	34.4	21953
26318	48.4	32215
25455	45.3	14910
40767	44.8	71094
37810	42.6	83025
42055	45.5	129044
55952	41.3	199002
62917	42.4	205252
63444	41.6	199430
57998	42.9	197117
69526	46.5	250732
63352	47.2	236945
44809	39.5	109954
73513	49.7	333315
45377	49.8	107724
59312	41.2	183655
57945	45.7	158692
32772	34.1	13120
46146	37	52935
37953	40.1	23831
44655	47.2	35000
63038	40	212073
75191	45.3	332667
66713	40.9	208385
62043	36.1	181596
58726	53.6	200439
89988	37.7	369498
86594	38.4	346908
78940	41.5	310014
86363	36	310011
92239	39.7	424522
40643	46.5	104061
43696	34.3	96604
47533	50.6	91219
56799	37.2	41362
71534	36.6	105514
60848	33.5	47492
54984	34	31566
56845	31.4	25173
58182	38.3	92136
109752	47.8	500001
79719	45.5	330707
79789	44.9	322522
87839	38	230257
48861	32.1	14399
54354	30.4	15301
57597	46.6	168511
72978	63.7	238050
99584	43.1	500001
70361	30.2	31847
88358	41	420886
74590	39.1	300504
76094	35.8	209871
94333	43.5	470035
98550	44.2	500001
37558	41.6	47295
35061	49.1	55859
41283	43.2	71171
33780	46.4	20916
34483	44	14360
38442	41.6	54212
43111	45.2	130131
29761	37.3	11164
36897	40.8	17632
37381	40.8	52431
35603	53.2	44062
38302	45	56441
44607	49.4	155030
31852	43.5	37726
35297	43.8	41940
38350	49.1	73649
26345	34	11496
34859	21.1	10739
20752	47.5	8443
62058	39.6	160066
22217	39.6	10893
21043	26.2	9191
25417	40.3	12300
39601	33.2	14063
38557	33.1	14248
27915	34.3	16054
26786	32.9	10660
45054	24.6	13314
30039	28.1	10227
23136	29.2	9538
23598	27.8	9796
27084	31.3	12686
22005	35.2	10978
26811	40.1	14794
31848	34.6	25932
37020	34.5	17637
41737	48	126262
49981	53.7	194492
46522	49.8	51047
45377	46.9	65174
38099	51.1	27239
26413	23.7	9064
36116	29.7	12746
41245	44.5	51493
48780	38.1	56650
32997	38.3	14080
32682	33.6	13598
58254	44	150980
57276	41.4	122363
40501	45.3	107438
47046	40.4	112941
61342	49.1	297836
41498	34.7	12550
41325	48.3	83512
48153	47.1	49576
50447	44.2	129379
47966	47	103365
38420	40.4	49597
36120	42	36473
49164	42.1	96324
49261	40.4	126423
45665	40.1	83964
30154	38.4	11101
64335	50.4	286351
89642	52.2	407765
75125	58.8	349790
65651	51	305073
54523	45.3	125038
41488	42.6	64837
66833	49.1	192644
46245	41.9	66727
49966	40.7	119859
43543	41.5	98627
53079	46.9	150658
54083	43.1	154208
51208	44.5	134344
49656	40.9	149632
71959	46.7	198676
60194	39.3	155908
51405	43.9	183029
45457	45.7	70416
46521	45.4	98652
49869	44.3	126847
44100	44	99555
49967	39.3	119284
54767	40	147851
54476	47.6	172717
42656	43.1	44515
58638	49.6	124190
37957	45.4	84968
36771	49.9	48042
40213	41.1	75424
38039	42.3	25500
33001	41.1	26732
36397	44.2	36006
33913	42.3	15542
41270	42.6	61282
45685	39.8	90370
44580	39.3	91613
46855	43.6	133989
35312	45.9	22423
30233	41.1	12546
41087	41	85779
40064	44.3	53247
46395	42.5	92431
42811	39	61793
39929	43	101614
47854	39	117195
42767	40.1	95253
34420	40	46244
41213	41.6	56735
53892	43.7	180278
39536	40.1	74661
46716	40.7	82319
45633	43.1	79211
49668	44.8	117138
41045	45.9	70744
49262	41.3	102681
46758	40.2	107462
44827	40	103234
48946	31.9	28437
44830	32.5	17519
25404	24.3	9022
25660	24	9024
43535	31	14315
29559	23.7	9751
67103	41.9	286246
61997	36.5	150000
56387	37.4	76956
27127	22.6	9049
65871	36.8	178893
106834	37.8	500001
41272	25.8	13741
23620	28.4	10883
33912	24	15867
25294	22.6	9484
23738	23.3	12629
25810	24.2	10564
24781	19.2	9834
0	18.6	0
25521	22.7	8461
24808	22.5	8749
33964	24	11846
65056	41.6	140049
35717	27.4	13015
41776	37.1	15479
38556	23.2	13331
20220	24.3	8308
41615	32.5	13323
87181	35.7	324130
36129	30.1	17733
42505	44.5	46888
34218	30.5	10879
33437	28.1	12252
46962	40.2	67425
42254	36.4	27776
69651	43.7	297870
60511	42.1	162723
68550	42.6	286056
59764	39.1	101489
35415	32.2	12350
31095	40	12489
30530	38.1	12930
28473	39.1	13967
28992	29.7	11897
31884	36	14860
27833	31.4	10267
26266	39.5	11455
47514	40.8	123547
39355	34.9	62312
60874	36.9	111674
39454	36.2	40961
38257	34	28234
52735	42.7	155468
45248	38.8	70233
72893	53.5	255854
50153	43.7	73220
50866	43.2	133240
52740	39.9	102650
59349	39.4	149642
64281	38.1	125350
70406	37	232912
55829	34.5	131760
53233	40.3	92441
52814	33.1	99089
50101	33.3	66636
51013	36	118002
55247	33.9	102355
57362	36.3	156968
43674	39.7	45847
69578	41.6	201653
46267	39.6	66177
45750	37.9	100916
46261	38.7	101228
53696	36.5	122134
44818	39.4	91342
86376	45.8	333379
65083	42.4	222755
49496	37.2	90789
51466	38.8	89471
63796	38.7	178995
46441	38.2	99369
41629	38.6	42548
55444	40.5	127018
44168	36.4	65352
40947	36.8	76952
55222	40.6	172809
50079	40.8	126040
44937	36.8	62679
49244	41.4	106733
56733	43.9	168519
55743	46.1	189626
43798	39.2	59219
59288	48.3	183328
53771	44.4	115221
49338	38.8	111999
48432	36.1	51261
68917	45.4	277975
35628	53.2	36948
30029	43.6	16693
34545	36	19291
30738	35.6	13807
37466	33.5	11506
67836	45.7	284987
61142	35.7	161816
60408	38.9	162495
69538	41.6	253431
71118	36.4	238445
68446	41.1	221214
61869	45.3	116808
52166	39.6	80845
46301	37.4	47411
34217	38.2	24772
50090	46.9	75884
45597	40.6	65870
46303	34.6	14481
64609	44.4	147370
57135	35.1	111004
78084	38.5	266921
55092	37.7	104696
45380	45.6	76280
33171	40.1	14810
47732	48	130544
40950	50.2	73417
24852	38.6	15385
33773	37.1	22807
27522	38.7	13716
40083	37.4	117663
36293	49.2	62731
29878	34.2	14550
28795	32.9	44206
37123	51	84366
37329	45.3	50000
37524	43.2	46829
36096	41.8	55011
35244	40.8	41368
43366	49.1	60879
33582	36.6	12370
39091	45.2	55706
35353	21.3	9848
27269	36.2	10902
28152	44.4	14019
24333	28.6	10773
29948	36.4	11987
24874	43.5	12215
29878	43.8	13832
30478	32.1	13184
41530	36	41679
39798	42.8	73767
39034	40.2	24773
30097	46.2	32291
29880	43.5	22096
24519	34.4	10273
29306	21.6	11627
35430	35.6	27270
39305	37.4	76883
29790	35.1	15158
27142	36.7	13560
39749	39.4	45778
38365	36.8	37690
48685	36.1	70119
52962	41.7	146847
55419	49.8	248209
42764	35.1	60773
40982	40.1	57588
49166	41.7	130732
50388	40.1	95717
42242	37.7	87683
39695	39.7	90369
42106	39.3	90017
51969	39.3	103791
56398	43.2	151939
45016	37.8	127051
44202	42.7	107078
41175	41.2	86893
15655	30.7	8499
42705	39.1	103724
45893	41.1	113742
44694	39.2	28360
32104	65.2	12765
71637	46.4	291739
47778	56.3	191693
55551	55.6	254767
51655	35.3	25267
40559	43.7	90197
46551	43.6	23800
32071	39.1	12889
37480	38.2	19735
47881	41.2	16822
22682	41.1	11744
12702	17.8	7758
14984	24.9	8295
40537	25.5	10217
26984	31.6	10133
19999	26.6	8299
34737	38.9	14175
51608	37.7	97503
40641	38.9	52619
42617	28.3	11801
56126	39	61549
38142	33.7	11469
26724	32	10484
47083	22.7	47572
35417	27.9	32995
40338	38.6	63850
77286	46	155432
81409	44.5	391825
100652	49.2	500001
94062	44	492284
84075	56	314430
69078	47.2	254851
114821	53	500001
108920	56.2	500001
109529	50.6	500001
55988	44.5	93836
54978	44.4	150000
48754	37.5	53783
16753	31.7	8228
25267	31.8	9567
29563	29.5	11656
23948	34.5	9679
31666	40.4	21335
30859	34	13700
30457	29.3	12464
38104	38.8	62629
27850	32.3	12117
31902	37.4	14622
24881	31.1	9535
26278	29	11029
34314	37.9	15592
31987	34.3	16357
19854	30.5	8711
24961	29.3	9140
34799	29.9	20117
25830	28.6	9218
45495	51.8	23732
55961	49.1	207686
52360	40.4	41408
73514	54.7	373877
60077	56.9	313037
53823	46.3	47831
76010	54.7	430909
65016	46.2	160711
82380	54.4	500001
84583	44.9	192394
30743	42.4	11540
52023	46.7	138486
59730	44.3	156797
64114	36.3	145904
68765	48.4	260649
76443	48.4	342758
72897	46.4	336294
78016	49.1	407555
79681	50.1	410215
33898	45.4	16986
69169	43	171977
58138	39.4	176435
51858	38.4	60096
68495	45.7	268745
99334	48.7	500001
72244	46.1	332715
24511	37.3	11070
24905	39.2	11879
28658	41.7	12467
81486	47.7	16882
31478	33.6	10292
105697	60	316205
61744	44.3	165317
46840	39.6	98400
77609	35.3	202677
44376	44.3	103058
62675	46	215851
60278	35.4	149060
48435	38.7	78705
47349	36.8	56906
62843	38.1	168323
44822	39.4	75602
47503	37.9	95206
52153	39.5	108252
41018	41	71515
48841	35.6	100925
60440	39.4	159270
58676	39	156540
65009	35	174425
77888	42.6	308591
86199	40.1	332303
48362	34.2	75000
74713	38.7	216645
60217	37.6	62819
102786	43.6	500001
97354	46.1	500001
66502	39.6	114258
34490	23.4	13006
54841	29	13937
35014	24.5	9512
85565	36.2	327948
66864	38.3	261911
80005	38.7	319972
74781	36.2	259708
58038	37.9	144806
61387	47	259365
65975	37	191181
72090	39	281510
71619	38.2	262689
59034	37.8	115336
68012	48.5	311172
51627	39.3	67709
62259	44	238205
59856	42.4	157250
83804	43.1	304898
59324	38.8	190414
74721	39.3	304170
104017	49.4	500001
111330	43.5	500001
91670	37.9	352293
34397	42.5	15320
52604	43.2	130374
102972	35	500001
99695	43.2	500001
93171	39.2	428150
111141	46.6	500001
113415	46.2	500001
67708	34.6	158923
96600	46.2	500001
91093	40.3	398390
75841	36.5	159175
68300	33.6	73973
44152	31.6	15210
49580	45.2	63859
64131	35.8	81100
52640	29.6	15239
51841	32.5	27194
44377	22.7	12133
39754	40.1	47823
90074	49.3	470748
61692	31.3	22412
65414	34.3	99841
75339	48.3	243479
47414	40.2	90510
47727	44.2	92812
43791	44.4	91478
38839	40.7	44873
44922	42.9	76668
40799	40.1	51233
21795	27.1	9549
31250	39.1	12900
27274	38.1	11012
38009	42.1	12544
39991	45.9	55224
47131	51.2	85339
33208	44.8	14414
41836	47.1	57923
39546	45.2	53730
46050	41.6	77418
26464	41.3	23214
29836	43.3	24308
33459	43.3	55464
39040	40.1	62006
29102	35.2	43853
36179	47.4	112402
42704	42.6	100546
43410	46.1	104841
52757	41.3	104609
70883	42.9	319595
37159	47.3	79027
42413	47.5	56826
52912	36.2	98924
39413	43.5	47722
47017	42.6	124881
27553	40.6	21199
36101	43	54410
51430	44	118589
31326	44.7	47728
31219	41	60850
28099	43.8	25787
34640	43.2	89908
33690	44.3	60098
23928	52.2	12197
30903	39.4	14608
27072	37.4	13030
42407	43.6	71149
39072	45.8	106603
35688	46.7	16603
48063	43.1	103930
40678	50.2	133461
35917	46.4	64477
29289	39.5	14619
38260	42.7	22167
33184	45.4	14055
36419	47	42750
46986	44.3	76222
47100	47.4	58130
48118	43.8	96676
37583	42.1	56615
35852	44.5	14573
43052	47.3	72902
31651	41.6	22438
53235	47.4	144792
45127	39.2	81611
54903	42.1	144358
44106	41	51817
61994	44.6	149291
43238	48.6	76156
60059	55.2	173943
42356	44.8	83684
68573	47	202840
52105	46.4	110358
49831	47.7	123141
48762	41.1	116599
42630	38.7	70258
37467	39.3	14293
52756	39.1	108844
54424	47.2	128282
54999	46.1	142845
57010	41.8	179203
80983	45	292183
46948	45.5	70090
59419	41.8	132543
53094	36.7	131899
63694	44.7	130228
35733	38.1	14473
63277	47.3	170349
25867	40.8	10554
70988	43.4	166191
45719	40.8	112835
48533	45.2	91133
52709	43.8	67042
36151	34.4	14401
60829	44.3	86334
35984	38.7	18321
39457	44.9	15593
36559	37.9	33112
45567	35	49453
57132	42.3	151816
47124	33.9	38000
38677	38.4	62281
35452	30.8	30884
47644	39.6	52260
39672	28.4	42243
34619	26.8	11981
43928	38.9	108748
50466	41.6	100000
51766	39.9	102095
45142	35	59502
29882	31	12018
42277	37.6	86298
39284	33.3	44045
43164	35.3	83908
33094	31.4	12979
51349	33.5	59704
43272	38.6	52145
46144	39.3	102940
42256	36.3	67028
28513	33.8	10795
39647	31.6	13846
32346	33.9	11429
37074	42	52119
60297	41.2	169260
61797	37.6	170711
32467	34.2	15000
31629	51	9766
22727	57.5	12857
18947	39.1	10653
21130	40	11341
22343	42.4	11197
27126	40.6	9821
22912	41	12121
23645	48	10840
21462	25.2	9921
23912	35.4	11865
27619	42.7	29351
24261	46	14543
24863	46.6	26181
27187	47.3	19393
30915	43	28156
35606	45.1	50000
32328	44.1	20634
20120	39.9	13709
32817	43.1	56791
32508	51.3	65468
31006	45.8	33524
40612	34.5	12849
34194	36.4	13606
38950	36.8	14335
50569	42.3	67403
43988	41.4	30403
27028	37.5	10415
39476	29.5	12709
34586	37.9	22615
54274	40.9	24347
41234	53.1	16133
27615	53.1	13024
21308	36	9736
13226	29.2	8915
21180	41	11189
22139	27.4	10964
27829	37.6	14510
19368	33.7	11745
30201	37.4	14188
24404	38.3	12090
19706	36.7	10372
25158	36.8	12400
11927	19	7848
13350	21.3	8259
41813	35.1	48332
34553	39.4	16192
32501	33.6	22644
40347	41.6	94956
30772	30.8	13219
49091	45.2	146156
46398	42.2	53537
48511	31.7	58427
86290	51.3	372423
39337	34.7	65630
35415	31.3	34181
36486	32.4	50390
30545	35.6	18850
29085	29.9	12879
29964	38.5	16060
19695	30.1	9609
25715	31.1	12729
33321	33.3	13068
29492	32.7	14743
33176	39.5	36305
26778	36.9	12841
26575	31.9	11061
32878	37	14718
54975	37.4	56578
48282	36.5	45577
56704	37	78524
48469	52.3	14028
55416	37.9	73594
72397	40	139070
13808	68.2	8943
29645	43.2	14144
25223	37.6	13721
19946	35.3	10484
20530	29.6	9934
45481	32.8	19384
29337	30.1	13768
31269	38.4	14306
29596	40	12208
33499	31.3	14917
51796	38.6	107388
39031	34.4	19022
25250	33.1	10813
52604	48.6	141881
52683	36.7	25131
52887	51.6	234361
63045	47.7	183699
63451	49.3	275426
38728	37.4	20364
38185	35.8	67362
46225	36	20999
37635	30.8	13216
30797	27.7	9342
31639	29.3	9561
21612	29.4	10076
24706	24.7	9480
41370	39.5	14640
47250	33.8	19953
69540	23.8	92613
86645	35.1	54215
88532	48.5	283216
34430	34.7	18103
39174	32.8	29465
33134	31.6	15066
53521	45.9	210405
42945	35.3	60665
57293	41.3	185375
47986	38.3	83347
48568	36.2	117312
50268	36.1	158415
45568	38.8	128731
48567	40.9	116286
59862	38.3	157800
59671	34.8	113688
103058	39.5	500001
70078	41.1	181032
157081	53.6	500001
21306	23.2	9007
25926	46	55714
0	19.7	0
55143	37.6	55135
39157	30.6	12925
33145	28.7	11659
35317	33.8	12307
45499	38.5	72535
44949	35.7	13704
66345	43.1	154465
63680	37.7	126527
54311	41	19043
60837	36.1	29029
46013	35.8	21040
54663	47.7	181718
45675	46.5	88609
38011	30.9	13029
84899	44.3	360215
68207	40.8	211977
62611	40.4	105868
60387	50	256962
62278	40	117865
48427	46.5	135961
45246	54.5	53261
46874	41	56293
32295	41.6	14973
24025	43.4	12533
27480	45	16629
26348	39.6	13862
15962	37.7	9524
26106	30.7	11310
20918	43.5	12177
29445	38.6	13934
20809	38.7	11085
16096	25	8057
25336	46.1	18547
27758	40.7	15482
23690	33.5	11585
20132	37.9	9646
35887	36.2	39980
31840	35.5	16947
28058	31.3	13509
36243	30.7	14587
26825	38.7	14126
31998	31.5	14390
36571	42.6	50686
35929	40.3	15870
46657	41.9	113721
34956	35.2	27943
47633	40.2	62987
66152	45.4	296317
39713	39.5	51363
48122	39.9	82919
55046	40.1	155213
56398	42.7	173358
49545	38.4	68948
46315	43.2	113649
37883	38.1	50000
37125	42.3	90217
42968	36.4	65062
43128	37.8	58917
32501	42.3	13721
42445	37.9	76581
44662	37	49638
43377	41.1	71441
45010	41.1	83581
32079	38	13895
46496	39	98340
46102	39.2	93840
49516	35.6	192121
49310	45.5	124905
51092	42.8	109784
43733	34.3	68435
47122	39.4	68937
40288	34.5	40610
46897	38.9	85114
46181	37.8	84126
53455	38.1	167672
54628	41.3	133483
26801	42.7	11363
39941	33.3	53093
40116	37.2	44839
41813	32.7	21579
61767	36.5	167758
64342	36.7	164397
58318	36.4	122699
